region_id,timestamp_local,moer_g_co2e_kwh,source
CAISO,2026-01-03 00:00:00,355.2627907560173,watttime_moer.csv
CAISO,2026-01-03 01:00:00,337.78170133929063,watttime_moer.csv
CAISO,2026-01-03 02:00:00,314.9995552389407,watttime_moer.csv
CAISO,2026-01-03 03:00:00,288.4664629668963,watttime_moer.csv
CAISO,2026-01-03 04:00:00,259.9757168689537,watttime_moer.csv
CAISO,2026-01-03 05:00:00,231.39698045686885,watttime_moer.csv
CAISO,2026-01-03 06:00:00,204.40427335432614,watttime_moer.csv
CAISO,2026-01-03 07:00:00,180.03235627369648,watttime_moer.csv
CAISO,2026-01-03 08:00:00,158.17040569379984,watttime_moer.csv
CAISO,2026-01-03 09:00:00,137.59643766863007,watttime_moer.csv
CAISO,2026-01-03 10:00:00,117.47442722075205,watttime_moer.csv
CAISO,2026-01-03 11:00:00,100.12255542535131,watttime_moer.csv
CAISO,2026-01-03 12:00:00,92.35021214083493,watttime_moer.csv
CAISO,2026-01-03 13:00:00,102.2182540694798,watttime_moer.csv
CAISO,2026-01-03 14:00:00,132.6130065571231,watttime_moer.csv
CAISO,2026-01-03 15:00:00,177.90430135587152,watttime_moer.csv
CAISO,2026-01-03 16:00:00,227.474427220752,watttime_moer.csv
CAISO,2026-01-03 17:00:00,272.31837352170476,watttime_moer.csv
CAISO,2026-01-03 18:00:00,308.43320011008814,watttime_moer.csv
CAISO,2026-01-03 19:00:00,335.5958481347367,watttime_moer.csv
CAISO,2026-01-03 20:00:00,354.6670677706143,watttime_moer.csv
CAISO,2026-01-03 21:00:00,366.1189163099436,watttime_moer.csv
CAISO,2026-01-03 22:00:00,369.97571686895367,watttime_moer.csv
CAISO,2026-01-03 23:00:00,366.2482088974165,watttime_moer.csv
CAISO,2026-01-04 00:00:00,355.2627907560173,watttime_moer.csv
CAISO,2026-01-04 01:00:00,337.7817013392908,watttime_moer.csv
CAISO,2026-01-04 02:00:00,314.9995552389407,watttime_moer.csv
CAISO,2026-01-04 03:00:00,288.4664629668963,watttime_moer.csv
CAISO,2026-01-04 04:00:00,259.97571686895395,watttime_moer.csv
CAISO,2026-01-04 05:00:00,231.39698045686887,watttime_moer.csv
CAISO,2026-01-04 06:00:00,204.4042733543262,watttime_moer.csv
CAISO,2026-01-04 07:00:00,180.03235627369634,watttime_moer.csv
CAISO,2026-01-04 08:00:00,158.17040569379995,watttime_moer.csv
CAISO,2026-01-04 09:00:00,137.59643766863007,watttime_moer.csv
CAISO,2026-01-04 10:00:00,117.47442722075205,watttime_moer.csv
CAISO,2026-01-04 11:00:00,100.12255542535131,watttime_moer.csv
CAISO,2026-01-04 12:00:00,92.35021214083503,watttime_moer.csv
CAISO,2026-01-04 13:00:00,102.21825406947966,watttime_moer.csv
CAISO,2026-01-04 14:00:00,132.61300655712324,watttime_moer.csv
CAISO,2026-01-04 15:00:00,177.90430135587172,watttime_moer.csv
CAISO,2026-01-04 16:00:00,227.474427220752,watttime_moer.csv
CAISO,2026-01-04 17:00:00,272.31837352170453,watttime_moer.csv
CAISO,2026-01-04 18:00:00,308.43320011008797,watttime_moer.csv
CAISO,2026-01-04 19:00:00,335.5958481347368,watttime_moer.csv
CAISO,2026-01-04 20:00:00,354.6670677706142,watttime_moer.csv
CAISO,2026-01-04 21:00:00,366.1189163099436,watttime_moer.csv
CAISO,2026-01-04 22:00:00,369.97571686895367,watttime_moer.csv
CAISO,2026-01-04 23:00:00,366.24820889741653,watttime_moer.csv
CAISO,2026-01-05 00:00:00,355.2627907560172,watttime_moer.csv
CAISO,2026-01-05 01:00:00,337.7817013392908,watttime_moer.csv
CAISO,2026-01-05 02:00:00,314.999555238941,watttime_moer.csv
CAISO,2026-01-05 03:00:00,288.46646296689613,watttime_moer.csv
CAISO,2026-01-05 04:00:00,259.9757168689538,watttime_moer.csv
CAISO,2026-01-05 05:00:00,231.39698045686873,watttime_moer.csv
CAISO,2026-01-05 06:00:00,204.4042733543262,watttime_moer.csv
CAISO,2026-01-05 07:00:00,180.03235627369665,watttime_moer.csv
CAISO,2026-01-05 08:00:00,158.17040569379998,watttime_moer.csv
CAISO,2026-01-05 09:00:00,137.59643766863007,watttime_moer.csv
CAISO,2026-01-05 10:00:00,117.47442722075205,watttime_moer.csv
CAISO,2026-01-05 11:00:00,100.12255542535131,watttime_moer.csv
CAISO,2026-01-05 12:00:00,92.3502121408348,watttime_moer.csv
CAISO,2026-01-05 13:00:00,102.21825406947963,watttime_moer.csv
CAISO,2026-01-05 14:00:00,132.6130065571232,watttime_moer.csv
CAISO,2026-01-05 15:00:00,177.90430135587167,watttime_moer.csv
CAISO,2026-01-05 16:00:00,227.47442722075195,watttime_moer.csv
CAISO,2026-01-05 17:00:00,272.31837352170453,watttime_moer.csv
CAISO,2026-01-05 18:00:00,308.4332001100879,watttime_moer.csv
CAISO,2026-01-05 19:00:00,335.5958481347368,watttime_moer.csv
CAISO,2026-01-05 20:00:00,354.6670677706144,watttime_moer.csv
CAISO,2026-01-05 21:00:00,366.1189163099436,watttime_moer.csv
CAISO,2026-01-05 22:00:00,369.97571686895367,watttime_moer.csv
CAISO,2026-01-05 23:00:00,366.24820889741653,watttime_moer.csv
CAISO,2026-01-06 00:00:00,355.2627907560172,watttime_moer.csv
CAISO,2026-01-06 01:00:00,337.7817013392906,watttime_moer.csv
CAISO,2026-01-06 02:00:00,314.99955523894073,watttime_moer.csv
CAISO,2026-01-06 03:00:00,288.46646296689653,watttime_moer.csv
CAISO,2026-01-06 04:00:00,259.9757168689538,watttime_moer.csv
CAISO,2026-01-06 05:00:00,231.39698045686916,watttime_moer.csv
CAISO,2026-01-06 06:00:00,204.40427335432585,watttime_moer.csv
CAISO,2026-01-06 07:00:00,180.03235627369642,watttime_moer.csv
CAISO,2026-01-06 08:00:00,158.17040569379998,watttime_moer.csv
CAISO,2026-01-06 09:00:00,137.59643766863007,watttime_moer.csv
CAISO,2026-01-06 10:00:00,117.47442722075205,watttime_moer.csv
CAISO,2026-01-06 11:00:00,100.12255542535141,watttime_moer.csv
CAISO,2026-01-06 12:00:00,92.350212140835,watttime_moer.csv
CAISO,2026-01-06 13:00:00,102.2182540694796,watttime_moer.csv
CAISO,2026-01-06 14:00:00,132.61300655712319,watttime_moer.csv
CAISO,2026-01-06 15:00:00,177.90430135587127,watttime_moer.csv
CAISO,2026-01-06 16:00:00,227.47442722075155,watttime_moer.csv
CAISO,2026-01-06 17:00:00,272.31837352170487,watttime_moer.csv
CAISO,2026-01-06 18:00:00,308.4332001100879,watttime_moer.csv
CAISO,2026-01-06 19:00:00,335.5958481347365,watttime_moer.csv
CAISO,2026-01-06 20:00:00,354.66706777061415,watttime_moer.csv
CAISO,2026-01-06 21:00:00,366.1189163099436,watttime_moer.csv
CAISO,2026-01-06 22:00:00,369.97571686895367,watttime_moer.csv
CAISO,2026-01-06 23:00:00,366.2482088974164,watttime_moer.csv
CAISO,2026-01-07 00:00:00,355.2627907560174,watttime_moer.csv
CAISO,2026-01-07 01:00:00,337.78170133929086,watttime_moer.csv
CAISO,2026-01-07 02:00:00,314.99955523894073,watttime_moer.csv
CAISO,2026-01-07 03:00:00,288.4664629668962,watttime_moer.csv
CAISO,2026-01-07 04:00:00,259.97571686895344,watttime_moer.csv
CAISO,2026-01-07 05:00:00,231.39698045686916,watttime_moer.csv
CAISO,2026-01-07 06:00:00,204.40427335432625,watttime_moer.csv
CAISO,2026-01-07 07:00:00,180.03235627369642,watttime_moer.csv
CAISO,2026-01-07 08:00:00,158.1704056937998,watttime_moer.csv
CAISO,2026-01-07 09:00:00,137.59643766863,watttime_moer.csv
CAISO,2026-01-07 10:00:00,117.47442722075205,watttime_moer.csv
CAISO,2026-01-07 11:00:00,100.12255542535131,watttime_moer.csv
CAISO,2026-01-07 12:00:00,92.35021214083497,watttime_moer.csv
CAISO,2026-01-07 13:00:00,102.21825406947931,watttime_moer.csv
CAISO,2026-01-07 14:00:00,132.6130065571235,watttime_moer.csv
CAISO,2026-01-07 15:00:00,177.90430135587127,watttime_moer.csv
CAISO,2026-01-07 16:00:00,227.4744272207519,watttime_moer.csv
CAISO,2026-01-07 17:00:00,272.3183735217048,watttime_moer.csv
CAISO,2026-01-07 18:00:00,308.4332001100875,watttime_moer.csv
CAISO,2026-01-07 19:00:00,335.595848134737,watttime_moer.csv
CAISO,2026-01-07 20:00:00,354.66706777061415,watttime_moer.csv
CAISO,2026-01-07 21:00:00,366.1189163099436,watttime_moer.csv
CAISO,2026-01-07 22:00:00,369.97571686895367,watttime_moer.csv
CAISO,2026-01-07 23:00:00,366.24820889741665,watttime_moer.csv
