INTERVALSTARTTIME_GMT,LMP_PRC
2026-01-03 09:00:00+00:00,115.31088913245537
2026-01-03 10:00:00+00:00,109.74873734152915
2026-01-03 11:00:00+00:00,102.5
2026-01-03 12:00:00+00:00,94.05866657858823
2026-01-03 13:00:00+00:00,85.00000000000001
2026-01-03 14:00:00+00:00,75.9413334214118
2026-01-03 15:00:00+00:00,67.50000000000003
2026-01-03 16:00:00+00:00,60.25126265847087
2026-01-03 17:00:00+00:00,54.68911086754464
2026-01-03 18:00:00+00:00,51.19259607988263
2026-01-03 19:00:00+00:00,50.0
2026-01-03 20:00:00+00:00,51.192596079882605
2026-01-03 21:00:00+00:00,54.68911086754463
2026-01-03 22:00:00+00:00,60.25126265847085
2026-01-03 23:00:00+00:00,67.49999999999994
2026-01-04 00:00:00+00:00,75.94133342141177
2026-01-04 01:00:00+00:00,84.99999999999999
2026-01-04 02:00:00+00:00,119.0586665785882
2026-01-04 03:00:00+00:00,127.50000000000001
2026-01-04 04:00:00+00:00,134.74873734152914
2026-01-04 05:00:00+00:00,140.31088913245537
2026-01-04 06:00:00+00:00,118.8074039201174
2026-01-04 07:00:00+00:00,120.0
2026-01-04 08:00:00+00:00,118.80740392011738
2026-01-04 09:00:00+00:00,115.31088913245537
2026-01-04 10:00:00+00:00,109.74873734152919
2026-01-04 11:00:00+00:00,102.5
2026-01-04 12:00:00+00:00,94.05866657858823
2026-01-04 13:00:00+00:00,85.00000000000009
2026-01-04 14:00:00+00:00,75.9413334214118
2026-01-04 15:00:00+00:00,67.50000000000003
2026-01-04 16:00:00+00:00,60.251262658470836
2026-01-04 17:00:00+00:00,54.689110867544684
2026-01-04 18:00:00+00:00,51.19259607988261
2026-01-04 19:00:00+00:00,50.0
2026-01-04 20:00:00+00:00,51.1925960798826
2026-01-04 21:00:00+00:00,54.689110867544656
2026-01-04 22:00:00+00:00,60.25126265847079
2026-01-04 23:00:00+00:00,67.5
2026-01-05 00:00:00+00:00,75.94133342141183
2026-01-05 01:00:00+00:00,84.99999999999997
2026-01-05 02:00:00+00:00,119.05866657858813
2026-01-05 03:00:00+00:00,127.49999999999996
2026-01-05 04:00:00+00:00,134.74873734152916
2026-01-05 05:00:00+00:00,140.31088913245532
2026-01-05 06:00:00+00:00,118.8074039201174
2026-01-05 07:00:00+00:00,120.0
2026-01-05 08:00:00+00:00,118.8074039201174
2026-01-05 09:00:00+00:00,115.31088913245534
2026-01-05 10:00:00+00:00,109.7487373415292
2026-01-05 11:00:00+00:00,102.50000000000011
2026-01-05 12:00:00+00:00,94.05866657858819
2026-01-05 13:00:00+00:00,85.00000000000003
2026-01-05 14:00:00+00:00,75.94133342141176
2026-01-05 15:00:00+00:00,67.50000000000004
2026-01-05 16:00:00+00:00,60.25126265847092
2026-01-05 17:00:00+00:00,54.689110867544684
2026-01-05 18:00:00+00:00,51.19259607988262
2026-01-05 19:00:00+00:00,50.0
2026-01-05 20:00:00+00:00,51.1925960798826
2026-01-05 21:00:00+00:00,54.68911086754459
2026-01-05 22:00:00+00:00,60.25126265847079
2026-01-05 23:00:00+00:00,67.49999999999999
2026-01-06 00:00:00+00:00,75.94133342141181
2026-01-06 01:00:00+00:00,84.99999999999997
2026-01-06 02:00:00+00:00,119.05866657858812
2026-01-06 03:00:00+00:00,127.49999999999994
2026-01-06 04:00:00+00:00,134.74873734152916
2026-01-06 05:00:00+00:00,140.31088913245537
2026-01-06 06:00:00+00:00,118.80740392011738
2026-01-06 07:00:00+00:00,120.0
2026-01-06 08:00:00+00:00,118.8074039201174
2026-01-06 09:00:00+00:00,115.31088913245534
2026-01-06 10:00:00+00:00,109.74873734152912
2026-01-06 11:00:00+00:00,102.50000000000001
2026-01-06 12:00:00+00:00,94.05866657858832
2026-01-06 13:00:00+00:00,85.00000000000004
2026-01-06 14:00:00+00:00,75.94133342141188
2026-01-06 15:00:00+00:00,67.49999999999994
2026-01-06 16:00:00+00:00,60.25126265847084
2026-01-06 17:00:00+00:00,54.689110867544684
2026-01-06 18:00:00+00:00,51.19259607988262
2026-01-06 19:00:00+00:00,50.0
2026-01-06 20:00:00+00:00,51.19259607988263
2026-01-06 21:00:00+00:00,54.68911086754465
2026-01-06 22:00:00+00:00,60.251262658470786
2026-01-06 23:00:00+00:00,67.49999999999999
2026-01-07 00:00:00+00:00,75.94133342141168
2026-01-07 01:00:00+00:00,84.99999999999983
2026-01-07 02:00:00+00:00,119.05866657858823
2026-01-07 03:00:00+00:00,127.49999999999994
2026-01-07 04:00:00+00:00,134.74873734152908
2026-01-07 05:00:00+00:00,140.31088913245532
2026-01-07 06:00:00+00:00,118.80740392011738
2026-01-07 07:00:00+00:00,120.0
2026-01-07 08:00:00+00:00,118.80740392011737
2026-01-07 09:00:00+00:00,115.31088913245542
2026-01-07 10:00:00+00:00,109.74873734152922
2026-01-07 11:00:00+00:00,102.50000000000003
2026-01-07 12:00:00+00:00,94.0586665785882
2026-01-07 13:00:00+00:00,84.99999999999993
2026-01-07 14:00:00+00:00,75.94133342141188
2026-01-07 15:00:00+00:00,67.50000000000006
2026-01-07 16:00:00+00:00,60.25126265847085
2026-01-07 17:00:00+00:00,54.68911086754463
2026-01-07 18:00:00+00:00,51.19259607988259
2026-01-07 19:00:00+00:00,50.0
2026-01-07 20:00:00+00:00,51.19259607988259
2026-01-07 21:00:00+00:00,54.68911086754464
2026-01-07 22:00:00+00:00,60.251262658470694
2026-01-07 23:00:00+00:00,67.50000000000009
2026-01-08 00:00:00+00:00,75.94133342141167
2026-01-08 01:00:00+00:00,84.99999999999994
2026-01-08 02:00:00+00:00,119.05866657858823
2026-01-08 03:00:00+00:00,127.49999999999983
2026-01-08 04:00:00+00:00,134.74873734152925
2026-01-08 05:00:00+00:00,140.31088913245532
2026-01-08 06:00:00+00:00,118.80740392011738
2026-01-08 07:00:00+00:00,120.0
