point_time,value
2026-01-03 23:00:00+00:00,392.21184729335624
2026-01-04 00:00:00+00:00,501.4952681429628
2026-01-04 01:00:00+00:00,600.359246611015
2026-01-04 02:00:00+00:00,679.9788102919106
2026-01-04 03:00:00+00:00,739.8621985963667
2026-01-04 04:00:00+00:00,781.9070408318692
2026-01-04 05:00:00+00:00,807.1540451836603
2026-01-04 06:00:00+00:00,815.656834944013
2026-01-04 07:00:00+00:00,807.4390865468404
2026-01-04 08:00:00+00:00,783.2203852018439
2026-01-04 09:00:00+00:00,744.6811800191674
2026-01-04 10:00:00+00:00,694.4551453520717
2026-01-04 11:00:00+00:00,635.9596899015216
2026-01-04 12:00:00+00:00,573.1483465406483
2026-01-04 13:00:00+00:00,510.1430177427122
2026-01-04 14:00:00+00:00,450.63428503950837
2026-01-04 15:00:00+00:00,396.90340530572934
2026-01-04 16:00:00+00:00,348.70605449954974
2026-01-04 17:00:00+00:00,303.3482191700669
2026-01-04 18:00:00+00:00,258.9867797395976
2026-01-04 19:00:00+00:00,220.73245064803737
2026-01-04 20:00:00+00:00,203.59736681821835
2026-01-04 21:00:00+00:00,225.35267528746053
2026-01-04 22:00:00+00:00,292.3616342072139
2026-01-04 23:00:00+00:00,392.21184729335664
2026-01-05 00:00:00+00:00,501.4952681429628
2026-01-05 01:00:00+00:00,600.3592466110144
2026-01-05 02:00:00+00:00,679.9788102919102
2026-01-05 03:00:00+00:00,739.862198596367
2026-01-05 04:00:00+00:00,781.9070408318689
2026-01-05 05:00:00+00:00,807.1540451836603
2026-01-05 06:00:00+00:00,815.656834944013
2026-01-05 07:00:00+00:00,807.4390865468405
2026-01-05 08:00:00+00:00,783.2203852018436
2026-01-05 09:00:00+00:00,744.6811800191674
2026-01-05 10:00:00+00:00,694.4551453520723
2026-01-05 11:00:00+00:00,635.9596899015213
2026-01-05 12:00:00+00:00,573.1483465406478
2026-01-05 13:00:00+00:00,510.14301774271183
2026-01-05 14:00:00+00:00,450.6342850395084
2026-01-05 15:00:00+00:00,396.90340530572996
2026-01-05 16:00:00+00:00,348.70605449954985
2026-01-05 17:00:00+00:00,303.3482191700669
2026-01-05 18:00:00+00:00,258.9867797395976
2026-01-05 19:00:00+00:00,220.73245064803737
2026-01-05 20:00:00+00:00,203.59736681821786
2026-01-05 21:00:00+00:00,225.35267528746047
2026-01-05 22:00:00+00:00,292.36163420721385
2026-01-05 23:00:00+00:00,392.21184729335647
2026-01-06 00:00:00+00:00,501.4952681429627
2026-01-06 01:00:00+00:00,600.3592466110144
2026-01-06 02:00:00+00:00,679.9788102919101
2026-01-06 03:00:00+00:00,739.862198596367
2026-01-06 04:00:00+00:00,781.9070408318693
2026-01-06 05:00:00+00:00,807.1540451836603
2026-01-06 06:00:00+00:00,815.656834944013
2026-01-06 07:00:00+00:00,807.4390865468405
2026-01-06 08:00:00+00:00,783.2203852018436
2026-01-06 09:00:00+00:00,744.681180019167
2026-01-06 10:00:00+00:00,694.4551453520718
2026-01-06 11:00:00+00:00,635.9596899015222
2026-01-06 12:00:00+00:00,573.1483465406478
2026-01-06 13:00:00+00:00,510.14301774271274
2026-01-06 14:00:00+00:00,450.63428503950774
2026-01-06 15:00:00+00:00,396.90340530572945
2026-01-06 16:00:00+00:00,348.70605449954985
2026-01-06 17:00:00+00:00,303.3482191700669
2026-01-06 18:00:00+00:00,258.9867797395976
2026-01-06 19:00:00+00:00,220.73245064803754
2026-01-06 20:00:00+00:00,203.5973668182183
2026-01-06 21:00:00+00:00,225.35267528746039
2026-01-06 22:00:00+00:00,292.3616342072138
2026-01-06 23:00:00+00:00,392.2118472933556
2026-01-07 00:00:00+00:00,501.4952681429618
2026-01-07 01:00:00+00:00,600.3592466110152
2026-01-07 02:00:00+00:00,679.9788102919101
2026-01-07 03:00:00+00:00,739.8621985963664
2026-01-07 04:00:00+00:00,781.9070408318688
2026-01-07 05:00:00+00:00,807.1540451836603
2026-01-07 06:00:00+00:00,815.656834944013
2026-01-07 07:00:00+00:00,807.4390865468403
2026-01-07 08:00:00+00:00,783.2203852018441
2026-01-07 09:00:00+00:00,744.6811800191675
2026-01-07 10:00:00+00:00,694.4551453520718
2026-01-07 11:00:00+00:00,635.9596899015214
2026-01-07 12:00:00+00:00,573.1483465406471
2026-01-07 13:00:00+00:00,510.1430177427128
2026-01-07 14:00:00+00:00,450.6342850395086
2026-01-07 15:00:00+00:00,396.9034053057295
2026-01-07 16:00:00+00:00,348.70605449954945
2026-01-07 17:00:00+00:00,303.34821917006667
2026-01-07 18:00:00+00:00,258.9867797395976
2026-01-07 19:00:00+00:00,220.73245064803737
2026-01-07 20:00:00+00:00,203.59736681821823
2026-01-07 21:00:00+00:00,225.35267528745976
2026-01-07 22:00:00+00:00,292.3616342072145
2026-01-07 23:00:00+00:00,392.2118472933556
2026-01-08 00:00:00+00:00,501.4952681429626
2026-01-08 01:00:00+00:00,600.3592466110151
2026-01-08 02:00:00+00:00,679.9788102919092
2026-01-08 03:00:00+00:00,739.8621985963675
2026-01-08 04:00:00+00:00,781.9070408318688
2026-01-08 05:00:00+00:00,807.1540451836603
2026-01-08 06:00:00+00:00,815.656834944013
2026-01-08 07:00:00+00:00,807.4390865468408
