event_id,timestamp_local,scenario_id,region_id,selected_action,reason,emissions_g_co2e_km,cost_usd_km,distance_km,moer_g_co2e_kwh,price_usd_kwh,objective_score,rejected_actions
E0049,2026-01-03 00:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,355.2627907560173,0.1188074039201173,0.29999999998539856,ELECTRIC
E0050,2026-01-03 01:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,337.78170133929063,0.1153108891324553,0.29999999998608523,ELECTRIC
E0051,2026-01-03 02:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,91.34987101929279,0.03182713382904344,0.5,314.9995552389407,0.1097487373415291,0.0,E85_CELLULOSIC
E0052,2026-01-03 03:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,83.65527426039992,0.029724999999999994,0.5,288.4664629668963,0.1025,0.0,E85_CELLULOSIC
E0053,2026-01-03 04:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,75.39295789199657,0.027277013307790577,0.5,259.9757168689537,0.0940586665785882,0.0,E85_CELLULOSIC
E0054,2026-01-03 05:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,67.10512433249195,0.024650000000000002,0.5,231.39698045686885,0.085,0.0,E85_CELLULOSIC
E0055,2026-01-03 06:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,59.27723927275457,0.02202298669220942,0.5,204.4042733543261,0.0759413334214118,0.0,E85_CELLULOSIC
E0056,2026-01-03 07:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,52.20938331937197,0.019575,8.0,180.03235627369648,0.0675,0.0,E85_CELLULOSIC
E0057,2026-01-03 08:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,45.86941765120195,0.01747286617095653,8.0,158.17040569379984,0.0602512626584708,0.0,E85_CELLULOSIC
E0058,2026-01-03 09:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,39.90296692390272,0.015859842151587932,8.0,137.59643766863007,0.0546891108675446,0.0,E85_CELLULOSIC
E0059,2026-01-03 10:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,34.067583894018085,0.014845852863165953,0.5,117.47442722075203,0.0511925960798826,0.0,E85_CELLULOSIC
E0060,2026-01-03 11:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.035541073351883,0.014499999999999999,0.5,100.12255542535132,0.05,0.0,E85_CELLULOSIC
E0061,2026-01-03 12:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,26.78156152084213,0.014845852863165953,2.0,92.35021214083493,0.0511925960798826,0.0,E85_CELLULOSIC
E0062,2026-01-03 13:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.64329368014914,0.015859842151587932,2.0,102.2182540694798,0.0546891108675446,0.0,E85_CELLULOSIC
E0063,2026-01-03 14:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,38.4577719015657,0.01747286617095653,2.0,132.6130065571231,0.0602512626584708,0.0,E85_CELLULOSIC
E0064,2026-01-03 15:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,51.59224739320274,0.019574999999999967,0.5,177.90430135587152,0.0674999999999999,0.0,E85_CELLULOSIC
E0065,2026-01-03 16:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,65.96758389401808,0.022022986692209392,8.0,227.474427220752,0.0759413334214117,0.0,E85_CELLULOSIC
E0066,2026-01-03 17:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,78.97232832129438,0.024649999999999967,8.0,272.3183735217048,0.0849999999999999,0.0,E85_CELLULOSIC
E0067,2026-01-03 18:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,89.44562803192555,0.03452701330779057,8.0,308.43320011008814,0.1190586665785882,0.0,E85_CELLULOSIC
E0068,2026-01-03 19:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,8.0,335.5958481347367,0.1275,0.29999999998335647,ELECTRIC
E0069,2026-01-03 20:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,354.6670677706143,0.1347487373415291,0.29999999998115917,ELECTRIC
E0070,2026-01-03 21:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.1189163099436,0.1403108891324553,0.29999999997903537,ELECTRIC
E0071,2026-01-03 22:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,369.97571686895367,0.1188074039201173,0.29999999998539856,ELECTRIC
E0072,2026-01-03 23:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.2482088974165,0.12,0.29999999998514854,ELECTRIC
E0073,2026-01-04 00:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,355.2627907560173,0.1188074039201173,0.29999999998539856,ELECTRIC
E0074,2026-01-04 01:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,337.7817013392908,0.1153108891324553,0.29999999998608523,ELECTRIC
E0075,2026-01-04 02:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,91.34987101929279,0.031827133829043466,0.5,314.9995552389407,0.1097487373415292,0.0,E85_CELLULOSIC
E0076,2026-01-04 03:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,83.65527426039992,0.029724999999999994,0.5,288.4664629668963,0.1025,0.0,E85_CELLULOSIC
E0077,2026-01-04 04:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,75.39295789199664,0.027277013307790577,0.5,259.97571686895395,0.0940586665785882,0.0,E85_CELLULOSIC
E0078,2026-01-04 05:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,67.10512433249197,0.024650000000000002,0.5,231.39698045686887,0.085,0.0,E85_CELLULOSIC
E0079,2026-01-04 06:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,59.27723927275459,0.02202298669220942,0.5,204.4042733543262,0.0759413334214118,0.0,E85_CELLULOSIC
E0080,2026-01-04 07:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,52.20938331937193,0.019575,8.0,180.03235627369634,0.0675,0.0,E85_CELLULOSIC
E0081,2026-01-04 08:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,45.869417651201985,0.01747286617095653,8.0,158.17040569379995,0.0602512626584708,0.0,E85_CELLULOSIC
E0082,2026-01-04 09:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,39.90296692390272,0.015859842151587932,8.0,137.59643766863007,0.0546891108675446,0.0,E85_CELLULOSIC
E0083,2026-01-04 10:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,34.067583894018085,0.014845852863165953,0.5,117.47442722075203,0.0511925960798826,0.0,E85_CELLULOSIC
E0084,2026-01-04 11:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.035541073351883,0.014499999999999999,0.5,100.12255542535132,0.05,0.0,E85_CELLULOSIC
E0085,2026-01-04 12:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,26.78156152084216,0.014845852863165953,2.0,92.35021214083504,0.0511925960798826,0.0,E85_CELLULOSIC
E0086,2026-01-04 13:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.6432936801491,0.015859842151587932,2.0,102.21825406947966,0.0546891108675446,0.0,E85_CELLULOSIC
E0087,2026-01-04 14:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,38.457771901565735,0.017472866170956503,2.0,132.61300655712324,0.0602512626584707,0.0,E85_CELLULOSIC
E0088,2026-01-04 15:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,51.5922473932028,0.019575,0.5,177.90430135587172,0.0675,0.0,E85_CELLULOSIC
E0089,2026-01-04 16:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,65.96758389401808,0.02202298669220942,8.0,227.474427220752,0.0759413334214118,0.0,E85_CELLULOSIC
E0090,2026-01-04 17:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,78.97232832129431,0.024649999999999967,8.0,272.31837352170453,0.0849999999999999,0.0,E85_CELLULOSIC
E0091,2026-01-04 18:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,89.44562803192552,0.034527013307790545,8.0,308.433200110088,0.1190586665785881,0.0,E85_CELLULOSIC
E0092,2026-01-04 19:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,8.0,335.5958481347368,0.1274999999999999,0.29999999998335647,ELECTRIC
E0093,2026-01-04 20:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,354.6670677706142,0.1347487373415291,0.29999999998115917,ELECTRIC
E0094,2026-01-04 21:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.1189163099436,0.1403108891324553,0.29999999997903537,ELECTRIC
E0095,2026-01-04 22:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,369.97571686895367,0.1188074039201173,0.29999999998539856,ELECTRIC
E0096,2026-01-04 23:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.2482088974165,0.12,0.29999999998514854,ELECTRIC
E0097,2026-01-05 00:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,355.2627907560172,0.1188074039201173,0.29999999998539856,ELECTRIC
E0098,2026-01-05 01:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,337.7817013392908,0.1153108891324553,0.29999999998608523,ELECTRIC
E0099,2026-01-05 02:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,91.34987101929289,0.031827133829043466,0.5,314.999555238941,0.1097487373415292,0.0,E85_CELLULOSIC
E0100,2026-01-05 03:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,83.65527426039988,0.02972500000000003,0.5,288.46646296689613,0.1025000000000001,0.0,E85_CELLULOSIC
E0101,2026-01-05 04:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,75.39295789199659,0.027277013307790577,0.5,259.9757168689538,0.0940586665785882,0.0,E85_CELLULOSIC
E0102,2026-01-05 05:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,67.10512433249194,0.024650000000000002,0.5,231.39698045686876,0.085,0.0,E85_CELLULOSIC
E0103,2026-01-05 06:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,59.27723927275459,0.022022986692209392,0.5,204.4042733543262,0.0759413334214117,0.0,E85_CELLULOSIC
E0104,2026-01-05 07:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,52.20938331937202,0.019575,8.0,180.03235627369665,0.0675,0.0,E85_CELLULOSIC
E0105,2026-01-05 08:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,45.86941765120199,0.01747286617095656,8.0,158.17040569379998,0.0602512626584709,0.0,E85_CELLULOSIC
E0106,2026-01-05 09:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,39.90296692390272,0.015859842151587932,8.0,137.59643766863007,0.0546891108675446,0.0,E85_CELLULOSIC
E0107,2026-01-05 10:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,34.067583894018085,0.014845852863165953,0.5,117.47442722075203,0.0511925960798826,0.0,E85_CELLULOSIC
E0108,2026-01-05 11:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.035541073351883,0.014499999999999999,0.5,100.12255542535132,0.05,0.0,E85_CELLULOSIC
E0109,2026-01-05 12:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,26.78156152084209,0.014845852863165953,2.0,92.3502121408348,0.0511925960798826,0.0,E85_CELLULOSIC
E0110,2026-01-05 13:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,29.643293680149092,0.015859842151587904,2.0,102.21825406947964,0.0546891108675445,0.0,E85_CELLULOSIC
E0111,2026-01-05 14:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,38.45777190156573,0.017472866170956503,2.0,132.6130065571232,0.0602512626584707,0.0,E85_CELLULOSIC
E0112,2026-01-05 15:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,51.59224739320278,0.019574999999999967,0.5,177.90430135587167,0.0674999999999999,0.0,E85_CELLULOSIC
E0113,2026-01-05 16:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,65.96758389401806,0.02202298669220942,8.0,227.47442722075195,0.0759413334214118,0.0,E85_CELLULOSIC
E0114,2026-01-05 17:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,78.97232832129431,0.024649999999999967,8.0,272.31837352170453,0.0849999999999999,0.0,E85_CELLULOSIC
E0115,2026-01-05 18:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,89.4456280319255,0.034527013307790545,8.0,308.4332001100879,0.1190586665785881,0.0,E85_CELLULOSIC
E0116,2026-01-05 19:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,8.0,335.5958481347368,0.1274999999999999,0.29999999998335647,ELECTRIC
E0117,2026-01-05 20:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,354.6670677706144,0.1347487373415291,0.29999999998115917,ELECTRIC
E0118,2026-01-05 21:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.1189163099436,0.1403108891324553,0.29999999997903537,ELECTRIC
E0119,2026-01-05 22:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,369.97571686895367,0.1188074039201173,0.29999999998539856,ELECTRIC
E0120,2026-01-05 23:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,366.2482088974165,0.12,0.29999999998514854,ELECTRIC
E0121,2026-01-06 00:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,355.2627907560172,0.1188074039201173,0.29999999998539856,ELECTRIC
E0122,2026-01-06 01:00:00,CAISO_PHEV_BALANCED,CAISO,E85_CELLULOSIC,compatible liquid fuel,95.0,0.055,0.5,337.7817013392906,0.1153108891324553,0.29999999998608523,ELECTRIC
E0123,2026-01-06 02:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,91.34987101929282,0.03182713382904344,0.5,314.9995552389408,0.1097487373415291,0.0,E85_CELLULOSIC
E0124,2026-01-06 03:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,83.65527426039999,0.029724999999999994,0.5,288.46646296689653,0.1025,0.0,E85_CELLULOSIC
E0125,2026-01-06 04:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,75.39295789199659,0.027277013307790605,0.5,259.9757168689538,0.0940586665785883,0.0,E85_CELLULOSIC
E0126,2026-01-06 05:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,67.10512433249205,0.024650000000000002,0.5,231.3969804568692,0.085,0.0,E85_CELLULOSIC
E0127,2026-01-06 06:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,59.27723927275449,0.02202298669220942,0.5,204.40427335432585,0.0759413334214118,0.0,E85_CELLULOSIC
E0128,2026-01-06 07:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,52.20938331937196,0.019574999999999967,8.0,180.03235627369642,0.0674999999999999,0.0,E85_CELLULOSIC
E0129,2026-01-06 08:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,45.86941765120199,0.01747286617095653,8.0,158.17040569379998,0.0602512626584708,0.0,E85_CELLULOSIC
E0130,2026-01-06 09:00:00,CAISO_PHEV_BALANCED,CAISO,ELECTRIC,feasible electric operation,39.90296692390272,0.015859842151587932,8.0,137.59643766863007,0.0546891108675446,0.0,E85_CELLULOSIC
